sgRNA	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
2bc6022.0_GAC_1.6	2bc6022.0_GAC_1	565.94/1022.6/758.94	819.5/541.15/608.74	758.94	608.74	-0.31769	53373	36044	0.79123	0.21441	0.78559	0.42881	0.99837	False
2bc39580_GAC_3.7	2bc39580_GAC_3	779.95/711.42/938.77	932.32/713.43/980.86	779.95	932.32	0.25714	14960	37118	0.79089	0.78549	0.21451	0.42902	0.99837	True
NT-479	NonTargetingControlGuideForHuman-479	782.33/600/986.94	429.43/629.72/1023.3	782.33	629.72	-0.31261	37556	37239	0.79088	0.21451	0.78549	0.42901	0.99837	False
2bc26227_GAC_5.5	2bc26227_GAC_5	2989/2348.6/2203	2461.1/2073.1/1639.1	2348.6	2073.1	-0.17989	2.157e+05	1.2137e+05	0.79061	0.21459	0.78541	0.42917	0.99837	False
2bc26917_AAC_8.7	2bc26917_AAC_8	109.38/317.14/252.62	247.51/356.23/335.72	252.62	335.72	0.40885	12340	11052	0.79039	0.78359	0.21641	0.43282	0.99837	True
2bc39084_GAC_3.4	2bc39084_GAC_3	857.23/838.28/981.59	697.06/688.12/1107.3	857.23	697.06	-0.29803	7912	41084	0.79028	0.21468	0.78532	0.42936	0.99837	False
2bc31241_GAC_5.8	2bc31241_GAC_5	1890.4/2539.7/1548.9	1967.8/2135.4/2827.3	1890.4	2135.4	0.17571	2.6908e+05	96120	0.79017	0.78529	0.21471	0.42943	0.99837	True
2bc26847_AAC_5.8	2bc26847_AAC_5	920.25/1167.4/1007.3	832.62/757.22/917.15	1007.3	832.62	-0.27444	16609	48861	0.79017	0.21471	0.78529	0.42943	0.99837	False
2bc910_GAC_7.6	2bc910_GAC_7	2429/2636.6/1593.9	2249.5/1884.3/2148.8	2429	2148.8	-0.17678	3.7027e+05	1.2584e+05	0.78997	0.21477	0.78523	0.42954	0.99837	False
2bc4436_AAC_2.6	2bc4436_AAC_2	658.68/396.85/1019.1	838.74/508.06/519.75	658.68	519.75	-0.34116	99212	30953	0.78988	0.2148	0.7852	0.4296	0.99837	False
NT-274	NonTargetingControlGuideForHuman-274	571.89/963.42/1151.8	1080.1/1133.9/1506.7	963.42	1133.9	0.23482	94392	46578	0.78987	0.7852	0.2148	0.42961	0.99837	True
2bc17917_GAC_2.5	2bc17917_GAC_2	261.57/343.71/458.15	441.67/458.42/323.58	343.71	441.67	0.36085	9921.4	15387	0.78974	0.78456	0.21544	0.43088	0.99837	True
2bc6776_GAC_3.4	2bc6776_GAC_3	626.58/587.14/1081.1	421.56/927.55/491.44	626.58	491.44	-0.34984	1.0409e+05	29335	0.78935	0.21495	0.78505	0.42991	0.99837	False
2bc17601_GAC_1.6	2bc17601_GAC_1	1694.3/1195.7/1141.1	1272.5/1004.4/616.83	1195.7	1004.4	-0.25124	1.2577e+05	58749	0.7891	0.21503	0.78497	0.43005	0.99837	False
2bc17368_GAC_1.4	2bc17368_GAC_1	454.18/566.57/548.06	422.43/332.87/559.19	548.06	422.43	-0.37484	4578.3	25404	0.78901	0.21505	0.78495	0.43011	0.99837	False
2bc275_GAC_7.5	2bc275_GAC_7	760.93/795.42/960.18	948.94/765.01/950.52	795.42	948.94	0.2543	14168	37909	0.78847	0.78479	0.21521	0.43043	0.99837	True
2bc31948_AAC_1.5	2bc31948_AAC_1	1494.5/1518/1537.1	1735.2/1687.7/1890.9	1518	1735.2	0.19283	459.12	75927	0.78831	0.78474	0.21526	0.43051	0.99837	True
2bc32862_GAC_4.6	2bc32862_GAC_4	1223.4/1043.1/1542.5	1416.9/1182.6/1701.8	1223.4	1416.9	0.2116	67156	60215	0.78823	0.78472	0.21528	0.43056	0.99837	True
2bc28802_GAC_3.7	2bc28802_GAC_3	587.34/806.56/1168.9	961.19/710.51/1236.7	806.56	961.19	0.25274	89679	38480	0.78822	0.78471	0.21529	0.43058	0.99837	True
2bc32392_AAC_3.6	2bc32392_AAC_3	401.87/431.14/427.1	453.92/782.53/536.94	427.1	536.94	0.32949	326.64	19432	0.78795	0.7844	0.2156	0.4312	0.99837	True
NT-13	NonTargetingControlGuideForHuman-13	2104.4/2031.4/2245.8	2376.3/2363.2/2212.5	2104.4	2363.2	0.16721	12654	1.0786e+05	0.78776	0.78458	0.21542	0.43084	0.99837	True
2bc27967.2_GAC_6.8	2bc27967.2_GAC_6	1191.3/601.71/1617.4	1381.9/1518.3/1268	1191.3	1381.9	0.21388	2.6461e+05	58518	0.78766	0.78455	0.21545	0.4309	0.99837	True
2bc28460_GAC_9.6	2bc28460_GAC_9	735.96/1089.4/1483.6	907.83/891.54/1241.7	1089.4	907.83	-0.26279	1.4017e+05	53156	0.7876	0.21546	0.78454	0.43093	0.99837	False
2bc34053_GAC_1.8	2bc34053_GAC_1	1227/1187.1/914.15	1200/1688.7/1377.2	1187.1	1377.2	0.21414	38054	58297	0.78739	0.78447	0.21553	0.43105	0.99837	True
2bc24849_GAC_2.5	2bc24849_GAC_2	1839.3/1434/1332.7	1223.6/1599.1/1178	1434	1223.6	-0.22877	87272	71421	0.78738	0.21553	0.78447	0.43106	0.99837	False
2bc3922_GAC_5.4	2bc3922_GAC_5	807.3/304.28/530.94	392.7/900.3/654.24	530.94	654.24	0.30078	63874	24552	0.78694	0.78427	0.21573	0.43147	0.99837	True
2bc30410_GAC_2.6	2bc30410_GAC_2	382.84/565.71/362.88	486.28/211.21/536.94	382.84	486.28	0.34423	16920	17277	0.78693	0.78395	0.21605	0.43209	0.99837	True
2bc3461_GAC_1.7	2bc3461_GAC_1	1178.3/1188.8/1312.4	998.79/995.68/1246.8	1188.8	998.79	-0.25108	7683.3	58387	0.78654	0.21578	0.78422	0.43155	0.99837	False
2bc26848_GAC_7.8	2bc26848_GAC_7	971.37/999.42/1053.3	802.88/826.33/1185.1	999.42	826.33	-0.27407	1845.4	48451	0.78637	0.21582	0.78418	0.43165	0.99837	False
2bc12137_AAC_2.5	2bc12137_AAC_2	2502.7/1632.8/1405.5	1258.5/1502.8/1407.6	1632.8	1407.6	-0.21403	4.0421e+05	82118	0.78608	0.21591	0.78409	0.43182	0.99837	False
2bc19650_GAC_4.5	2bc19650_GAC_4	1815.5/755.14/1106.8	1073.1/1289.6/1386.3	1106.8	1289.6	0.22032	3.1297e+05	54070	0.78608	0.78409	0.21591	0.43182	0.99837	True
2bc6796_GAC_1.8	2bc6796_GAC_1	1621.7/1316.6/1383	1594.4/1168/1177	1383	1177	-0.23247	30702	68695	0.78587	0.21597	0.78403	0.43194	0.99837	False
2bc1573_AAC_5.4	2bc1573_AAC_5	1142.6/1537.7/1049	987.42/956.75/861.54	1142.6	956.75	-0.25584	82436	55949	0.78564	0.21604	0.78396	0.43208	0.99837	False
2bc10725_GAC_1.8	2bc10725_GAC_1	659.87/357.43/648.68	683.06/505.14/511.66	648.68	511.66	-0.34173	42478	30449	0.78551	0.21608	0.78392	0.43216	0.99837	False
2bc13072_GAC_1.6	2bc13072_GAC_1	940.46/1450.3/804.97	773.15/521.69/1046.6	940.46	773.15	-0.28229	1.3913e+05	45386	0.78538	0.21612	0.78388	0.43223	0.99837	False
NT-812	NonTargetingControlGuideForHuman-812	726.45/590.57/548.06	445.17/460.37/642.11	590.57	460.37	-0.35862	10135	27527	0.78523	0.21616	0.78384	0.43232	0.99837	False
2bc24597_AAC_10.8	2bc24597_AAC_10	1216.3/815.99/1179.6	907.83/990.82/1050.6	1179.6	990.82	-0.2514	66785	57900	0.78465	0.21633	0.78367	0.43266	0.99837	False
2bc34621_GAC_2.7	2bc34621_GAC_2	633.71/519.42/1025.5	663.82/768.9/1085	633.71	768.9	0.27858	83272	29694	0.78455	0.78362	0.21638	0.43277	0.99837	True
2bc30092_GAC_2.5	2bc30092_GAC_2	1045.1/1586.6/1380.9	1175.5/887.65/1310.5	1380.9	1175.5	-0.23216	77528	68581	0.78434	0.21642	0.78358	0.43284	0.99837	False
2bc525.0_GAC_2.5	2bc525.0_GAC_2	361.44/692.57/353.24	389.2/461.34/533.91	361.44	461.34	0.35121	54855	16241	0.78391	0.78296	0.21704	0.43409	0.99837	True
2bc996_GAC_2.5	2bc996_GAC_2	1204.4/1250.6/1054.4	1013.7/948.96/1058.7	1204.4	1013.7	-0.24852	12319	59209	0.7839	0.21655	0.78345	0.4331	0.99837	False
2bc8795_AAC_1.8	2bc8795_AAC_1	190.23/245.14/342.54	326.23/208.29/376.16	245.14	326.23	0.4108	6250.8	10701	0.78385	0.78149	0.21851	0.43702	0.99837	True
NT-487	NonTargetingControlGuideForHuman-487	940.46/478.28/695.78	354.21/553.81/684.58	695.78	553.81	-0.32873	53587	32831	0.78374	0.2166	0.7834	0.43319	0.99837	False
2bc6736_AAC_3.5	2bc6736_AAC_3	588.53/1001.1/1499.7	969.93/1173.8/1409.6	1001.1	1173.8	0.22933	2.094e+05	48541	0.78368	0.78339	0.21661	0.43323	0.99837	True
2bc14258_GAC_2.7	2bc14258_GAC_2	1247.2/962.56/882.04	1276/957.72/1131.5	962.56	1131.5	0.23309	43754	46534	0.78326	0.78326	0.21674	0.43347	0.99837	True
NT-336	NonTargetingControlGuideForHuman-336	1380.4/779.99/1374.4	1061.8/1169.9/1292.3	1374.4	1169.9	-0.23227	1.767e+05	68238	0.783	0.21681	0.78319	0.43363	0.99837	False
2bc29242_GAC_4.7	2bc29242_GAC_4	963.05/926.56/1621.7	737.29/794.21/1398.5	963.05	794.21	-0.27777	2.1758e+05	46559	0.78249	0.21696	0.78304	0.43392	0.99837	False
2bc10263_GAC_2.7	2bc10263_GAC_2	944.03/1367.1/1176.4	1364.4/1379.2/1069.8	1176.4	1364.4	0.21368	45188	57731	0.7823	0.78298	0.21702	0.43404	0.99837	True
2bc34871_GAC_3.8	2bc34871_GAC_3	166.45/318/494.54	411.06/307.56/429.76	318	411.06	0.36932	27067	14153	0.78227	0.78215	0.21785	0.43569	0.99837	True
2bc11177_AAC_1.8	2bc11177_AAC_1	1449.3/1153.7/1440.8	1566.4/1231.2/1024.3	1440.8	1231.2	-0.22662	41250	71786	0.78226	0.21703	0.78297	0.43406	0.99837	False
2bc31937_GAC_1.5	2bc31937_GAC_1	1275.7/1747.7/1379.8	1415.1/1584.5/1864.6	1379.8	1584.5	0.19946	73091	68524	0.78211	0.78292	0.21708	0.43415	0.99837	True
NT-43	NonTargetingControlGuideForHuman-43	963.05/1182/1100.4	919.2/888.62/1146.7	1100.4	919.2	-0.25932	12762	53732	0.78172	0.21719	0.78281	0.43438	0.99837	False
2bc24328_GAC_6.8	2bc24328_GAC_6	1004.7/1113.4/701.14	1177.2/1242.9/807.94	1004.7	1177.2	0.22845	51978	48725	0.78169	0.7828	0.2172	0.4344	0.99837	True
2bc21442_GAC_3.5	2bc21442_GAC_3	819.19/1848/1074.7	1374.9/1253.6/1066.8	1074.7	1253.6	0.22193	3.3162e+05	52385	0.78158	0.78277	0.21723	0.43446	0.99837	True
2bc35697_GAC_1.6	2bc35697_GAC_1	1036.8/558.85/878.83	785.39/718.29/670.42	878.83	718.29	-0.29064	63664	42198	0.78152	0.21725	0.78275	0.43449	0.99837	False
NT-889	NonTargetingControlGuideForHuman-889	1666.9/1168.3/804.97	981.3/1077.4/865.58	1168.3	981.3	-0.25138	1.9031e+05	57302	0.78109	0.21738	0.78262	0.43475	0.99837	False
2bc14574_GAC_2.6	2bc14574_GAC_2	1772.7/1717.7/1263.1	1487.7/1693.5/1427.8	1717.7	1487.7	-0.20727	1.0484e+05	86714	0.78108	0.21738	0.78262	0.43476	0.99837	False
NT-576	NonTargetingControlGuideForHuman-576	1657.4/1628.6/1840.1	1172.8/1546.6/1431.9	1657.4	1431.9	-0.2109	17103	83446	0.78079	0.21746	0.78254	0.43493	0.99837	False
2bc25849.1_GAC_2.5	2bc25849.1_GAC_2	1202/1663.7/1182.8	1446.6/1391.8/1000.1	1202	1391.8	0.21133	1.0675e+05	59083	0.78078	0.78253	0.21747	0.43493	0.99837	True
2bc2065_GAC_11.4	2bc2065_GAC_11	941.65/1024.3/1205.3	1198.2/1355.8/1061.8	1024.3	1198.2	0.22606	19800	49748	0.77978	0.78224	0.21776	0.43552	0.99837	True
2bc6685_GAC_5.7	2bc6685_GAC_5	1232.9/1208.6/1028.7	1463.2/1398.6/1129.5	1208.6	1398.6	0.21056	16474	59428	0.77966	0.7822	0.2178	0.43559	0.99837	True
2bc26798_GAC_1.5	2bc26798_GAC_1	1746.6/1720.3/1673.1	1349.5/1941.7/1490.5	1720.3	1490.5	-0.20671	1458.7	86853	0.77965	0.2178	0.7822	0.43559	0.99837	False
2bc26259_GAC_4.7	2bc26259_GAC_4	663.43/298.28/747.16	801.13/632.64/802.89	663.43	801.13	0.27171	70173	31193	0.77965	0.78218	0.21782	0.43564	0.99837	True
2bc25964_AAC_6.5	2bc25964_AAC_6	812.05/852.85/794.26	658.57/1245.8/571.32	812.05	658.57	-0.30182	990.42	38762	0.77961	0.21781	0.78219	0.43562	0.99837	False
2bc22609_GAC_1.8	2bc22609_GAC_1	1124.7/1215.4/1337	1136.1/1024.9/1008.2	1215.4	1024.9	-0.24578	11499	59791	0.77923	0.21792	0.78208	0.43584	0.99837	False
2bc600_GAC_2.5	2bc600_GAC_2	1205.6/2206.3/1252.4	1431.7/1715.9/1446	1252.4	1446	0.20721	4.5602e+05	61749	0.77908	0.78203	0.21797	0.43593	0.99837	True
2bc10459_AAC_6.8	2bc10459_AAC_6	1412.5/953.99/1064	1058.3/886.67/684.58	1064	886.67	-0.26277	66764	51825	0.77901	0.21799	0.78201	0.43597	0.99837	False
2bc2394.0_AAC_2.5	2bc2394.0_AAC_2	659.87/582.85/980.52	544.88/319.24/522.79	659.87	522.79	-0.33538	54375	31013	0.77863	0.2181	0.7819	0.43619	0.99837	False
2bc1013_AAC_1.6	2bc1013_AAC_1	719.32/323.14/656.18	519.51/494.43/683.57	656.18	519.51	-0.33635	57450	30827	0.77863	0.2181	0.7819	0.4362	0.99837	False
2bc31313_AAC_1.4	2bc31313_AAC_1	1466/659.99/1261	1283/1039.5/1066.8	1261	1066.8	-0.24103	2.016e+05	62203	0.77851	0.21813	0.78187	0.43627	0.99837	False
NT-777	NonTargetingControlGuideForHuman-777	1773.9/1055.1/1225.7	1416.9/1526.1/1130.5	1225.7	1416.9	0.20898	1.6483e+05	60332	0.77842	0.78184	0.21816	0.43632	0.99837	True
NT-225	NonTargetingControlGuideForHuman-225	1296/827.14/1467.6	1492.9/1177.7/1772.6	1296	1492.9	0.20399	1.2462e+05	64059	0.77829	0.7818	0.2182	0.4364	0.99837	True
2bc8651_GAC_4.6	2bc8651_GAC_4	777.57/428.57/891.67	940.19/742.62/927.27	777.57	927.27	0.2537	67412	36996	0.77825	0.78178	0.21822	0.43643	0.99837	True
2bc34777_GAC_5.4	2bc34777_GAC_5	546.92/515.14/807.11	670.82/618.04/824.12	546.92	670.82	0.29411	34355	25347	0.77824	0.78172	0.21828	0.43656	0.99837	True
2bc21328_AAC_1.7	2bc21328_AAC_1	549.3/541.71/795.33	673.44/607.34/681.55	549.3	673.44	0.29349	30296	25465	0.77797	0.78164	0.21836	0.43672	0.99837	True
2bc353.1_GAC_5.4	2bc353.1_GAC_5	914.3/1446/637.98	1077.5/1087.2/918.16	914.3	1077.5	0.23671	1.7952e+05	44031	0.77777	0.78165	0.21835	0.43671	0.99837	True
NT-729	NonTargetingControlGuideForHuman-729	722.88/544.28/792.12	866.73/561.59/909.06	722.88	866.73	0.26149	18346	34207	0.77775	0.78163	0.21837	0.43674	0.99837	True
2bc4240_AAC_11.4	2bc4240_AAC_11	909.55/803.14/1041.5	746.91/1104.7/723	909.55	746.91	-0.28387	14372	43785	0.77727	0.2185	0.7815	0.437	0.99837	False
2bc14898_AAC_1.8	2bc14898_AAC_1	419.7/434.57/459.22	486.28/221.91/325.6	434.57	325.6	-0.41535	414.33	19797	0.77708	0.21855	0.78145	0.43711	0.99837	False
2bc27960_GAC_2.4	2bc27960_GAC_2	2659.7/2215.7/1894.7	2416.5/1953.4/1820.2	2215.7	1953.4	-0.18168	1.5009e+05	1.14e+05	0.77682	0.21863	0.78137	0.43726	0.99837	False
2bc16413_AAC_2.4	2bc16413_AAC_2	362.63/289.71/415.33	461.79/366.93/529.87	362.63	461.79	0.34788	4047.1	16298	0.77671	0.78084	0.21916	0.43832	0.99837	True
2bc9625_AAC_2.7	2bc9625_AAC_2	650.36/659.99/1178.6	796.76/711.48/1264	659.99	796.76	0.27132	1.345e+05	31020	0.77653	0.78126	0.21874	0.43747	0.99837	True
2bc37950_GAC_2.4	2bc37950_GAC_2	1155.7/1534.3/1400.1	1284.8/1605/1782.7	1400.1	1605	0.19685	38880	69610	0.77636	0.78123	0.21877	0.43753	0.99837	True
2bc27350_GAC_3.8	2bc27350_GAC_3	1501.6/2448.8/1528.6	1439.6/1313.9/1232.6	1528.6	1313.9	-0.21813	4.238e+05	76497	0.77603	0.21887	0.78113	0.43773	0.99837	False
2bc34223_GAC_1.5	2bc34223_GAC_1	807.3/821.14/670.09	643.71/655.03/1236.7	807.3	655.03	-0.30113	9508.2	38518	0.77591	0.2189	0.7811	0.4378	0.99837	False
2bc16170_GAC_3.5	2bc16170_GAC_3	998.72/1002/1303.8	1246.3/947.02/1173	1002	1173	0.2271	45547	48585	0.77576	0.78105	0.21895	0.43789	0.99837	True
2bc20886_GAC_2.8	2bc20886_GAC_2	1047.5/1646.6/1281.3	760.9/1086.2/1225.6	1281.3	1086.2	-0.23813	94044	63282	0.77562	0.21899	0.78101	0.43797	0.99837	False
2bc19876_GAC_5.4	2bc19876_GAC_5	889.34/410.57/892.74	543.13/729/826.15	889.34	729	-0.28645	1.1461e+05	42740	0.77558	0.219	0.781	0.438	0.99837	False
2bc7523_GAC_1.4	2bc7523_GAC_1	769.25/796.28/750.38	648.08/620.96/525.82	769.25	620.96	-0.3085	543.39	36571	0.7755	0.21902	0.78098	0.43804	0.99837	False
2bc20783_GAC_5.7	2bc20783_GAC_5	1240.1/1244.6/1573.5	1197.3/1436.6/1716	1244.6	1436.6	0.20685	54124	61333	0.77537	0.78094	0.21906	0.43812	0.99837	True
2bc15533.1_AAC_9.4	2bc15533.1_AAC_9	1035.6/930.85/728.97	906.96/1340.2/1095.1	930.85	1095.1	0.23424	25862	44888	0.77536	0.78094	0.21906	0.43813	0.99837	True
NT-186	NonTargetingControlGuideForHuman-186	1814.3/2059.7/2139.8	1879.5/1580.6/1808	2059.7	1808	-0.18793	33309	1.054e+05	0.77523	0.2191	0.7809	0.4382	0.99837	False
2bc13754_AAC_1.7	2bc13754_AAC_1	1196.1/1456.3/1041.5	868.48/1395.7/1008.2	1196.1	1008.2	-0.24637	45792	58769	0.77519	0.21911	0.78089	0.43823	0.99837	False
NT-178	NonTargetingControlGuideForHuman-178	894.09/1213.7/717.19	1054.8/1070.6/745.25	894.09	1054.8	0.23819	66723	42986	0.77498	0.78082	0.21918	0.43836	0.99837	True
2bc22584_GAC_2.6	2bc22584_GAC_2	375.71/620.57/967.68	571.99/488.59/301.34	620.57	488.59	-0.34432	90220	29033	0.77489	0.2192	0.7808	0.43841	0.99837	False
2bc30852_GAC_1.6	2bc30852_GAC_1	653.92/702.85/682.94	556.25/401.97/544.02	682.94	544.02	-0.32755	619.22	32180	0.77458	0.2193	0.7807	0.43859	0.99837	False
2bc33567_GAC_2.6	2bc33567_GAC_2	551.67/243.43/519.16	417.18/661.84/639.07	519.16	639.07	0.29928	38543	23967	0.77457	0.78061	0.21939	0.43877	0.99837	True
2bc7064_AAC_3.6	2bc7064_AAC_3	903.6/755.14/876.69	781.89/1035.6/1106.2	876.69	1035.6	0.24006	7749.5	42087	0.77454	0.78069	0.21931	0.43861	0.99837	True
2bc29112_GAC_4.6	2bc29112_GAC_4	1782.2/2310/1865.8	1742.2/1627.4/1609.8	1865.8	1627.4	-0.19713	1.0215e+05	94773	0.77446	0.21933	0.78067	0.43866	0.99837	False
2bc23092_GAC_1.5	2bc23092_GAC_1	1504/1234.3/1142.2	1189.5/1043.4/709.86	1234.3	1043.4	-0.2422	40625	60788	0.77429	0.21938	0.78062	0.43876	0.99837	False
2bc8070_GAC_1.5	2bc8070_GAC_1	1452.9/1740/1390.5	1244.6/1321.7/886.82	1452.9	1244.6	-0.22314	43157	72433	0.77412	0.21943	0.78057	0.43886	0.99837	False
2bc19505_GAC_1.8	2bc19505_GAC_1	866.75/1013.1/923.79	1087.1/1124.2/715.93	923.79	1087.1	0.23465	5618.4	44522	0.77412	0.78057	0.21943	0.43887	0.99837	True
2bc12009_GAC_3.6	2bc12009_GAC_3	1461.2/1716/1334.8	1343.4/1670.2/1688.7	1461.2	1670.2	0.1927	40439	72879	0.77402	0.78054	0.21946	0.43892	0.99837	True
2bc6082_AAC_3.7	2bc6082_AAC_3	1852.4/657.42/1110	1238.4/1692.6/1290.3	1110	1290.3	0.21689	3.7797e+05	54238	0.77393	0.78051	0.21949	0.43897	0.99837	True
2bc7469_GAC_3.6	2bc7469_GAC_3	634.9/708.85/717.19	749.53/555.75/567.28	708.85	567.28	-0.32091	2769.2	33494	0.7737	0.21955	0.78045	0.43911	0.99837	False
2bc21809_GAC_3.7	2bc21809_GAC_3	916.68/881.99/1010.5	1079.3/802.97/1144.7	916.68	1079.3	0.23531	5001.9	44154	0.77369	0.78044	0.21956	0.43912	0.99837	True
2bc1904_GAC_7.4	2bc1904_GAC_7	1756.1/1963.7/2316.4	2247.7/1990.4/2208.4	1963.7	2208.4	0.16938	83761	1.0013e+05	0.77347	0.78038	0.21962	0.43925	0.99837	True
2bc39353_GAC_4.4	2bc39353_GAC_4	1004.7/1290.8/1012.6	622.71/969.4/841.31	1012.6	841.31	-0.26711	38733	49140	0.77284	0.21981	0.78019	0.43961	0.99837	False
2bc34308_GAC_1.6	2bc34308_GAC_1	1709.7/1424.6/1639.9	1511.3/1418.1/1062.8	1639.9	1418.1	-0.20953	25624	82500	0.77227	0.21998	0.78002	0.43996	0.99837	False
2bc28457.0_AAC_7.7	2bc28457.0_AAC_7	951.16/955.71/1058.7	789.76/613.18/891.87	955.71	789.76	-0.27483	5310.3	46178	0.77224	0.21999	0.78001	0.43997	0.99837	False
2bc33778_GAC_11.4	2bc33778_GAC_11	455.37/347.14/511.67	566.74/494.43/756.37	455.37	566.74	0.31503	7441.5	20817	0.77191	0.77974	0.22026	0.44052	0.99837	True
2bc1162_GAC_3.7	2bc1162_GAC_3	687.21/376.28/613.36	731.17/482.75/207.29	613.36	482.75	-0.34481	30830	28670	0.77172	0.22014	0.77986	0.44028	0.99837	False
2bc31363_AAC_5.5	2bc31363_AAC_5	772.82/624.85/1301.7	747.78/920.74/946.48	772.82	920.74	0.25236	1.5078e+05	36753	0.77158	0.77981	0.22019	0.44038	0.99837	True
NT-768	NonTargetingControlGuideForHuman-768	1633.6/1887.4/1286.7	1412.5/1682.8/1036.5	1633.6	1412.5	-0.2097	92394	82160	0.7715	0.22021	0.77979	0.44041	0.99837	False
2bc14361_AAC_2.6	2bc14361_AAC_2	556.43/604.28/543.78	746.91/680.33/559.19	556.43	680.33	0.28957	1224.9	25821	0.77109	0.77961	0.22039	0.44077	0.99837	True
2bc38355.0_GAC_4.4	2bc38355.0_GAC_4	1022.5/1314.8/960.18	1179.8/1194.2/1419.7	1022.5	1194.2	0.22379	44676	49655	0.77069	0.77956	0.22044	0.44089	0.99837	True
2bc5432.0_GAC_7.5	2bc5432.0_GAC_7	1285.3/1793.1/1066.2	930.57/1091.1/1113.3	1285.3	1091.1	-0.23612	1.5297e+05	63491	0.77068	0.22045	0.77955	0.4409	0.99837	False
2bc20962_GAC_2.8	2bc20962_GAC_2	1179.4/904.28/806.04	777.52/743.6/488.41	904.28	743.6	-0.2819	42682	43512	0.77031	0.22056	0.77944	0.44111	0.99837	False
2bc10052_AAC_2.4	2bc10052_AAC_2	927.38/600/717.19	934.95/479.83/575.37	717.19	575.37	-0.31738	28957	33918	0.7702	0.22059	0.77941	0.44118	0.99837	False
2bc35205_AAC_2.5	2bc35205_AAC_2	759.74/929.14/1601.4	766.15/715.37/1116.4	929.14	766.15	-0.27793	2.403e+05	44799	0.77006	0.22063	0.77937	0.44127	0.99837	False
2bc3594.1_AAC_4.7	2bc3594.1_AAC_4	460.12/513.42/717.19	397.94/395.16/390.32	513.42	395.16	-0.37688	22181	23683	0.76962	0.22076	0.77924	0.44153	0.99837	False
2bc23033_AAC_5.8	2bc23033_AAC_5	684.84/1116/574.82	546.62/456.48/980.86	684.84	546.62	-0.32468	98999	32276	0.76949	0.2208	0.7792	0.4416	0.99837	False
2bc34708_AAC_3.7	2bc34708_AAC_3	491.04/1088.6/704.35	564.12/487.62/660.31	704.35	564.12	-0.31979	96561	33265	0.76901	0.22094	0.77906	0.44189	0.99837	False
2bc22833_AAC_4.5	2bc22833_AAC_4	531.46/1002.8/202.31	411.06/708.56/363.02	531.46	411.06	-0.36981	1.6527e+05	24578	0.7689	0.22098	0.77902	0.44195	0.99837	False
2bc17252_AAC_1.4	2bc17252_AAC_1	1294.8/851.99/833.87	766.15/441.88/696.71	851.99	696.71	-0.2899	98189	40815	0.76865	0.22105	0.77895	0.4421	0.99837	False
2bc5961_GAC_1.7	2bc5961_GAC_1	1297.1/1704/1435.5	1697.6/1641/1156.8	1435.5	1641	0.19292	45619	71499	0.76861	0.77894	0.22106	0.44213	0.99837	True
NT-155	NonTargetingControlGuideForHuman-155	1105.7/2475.4/1658.1	1436.1/1335.4/1907.1	1658.1	1436.1	-0.20725	4.8655e+05	83485	0.76838	0.22113	0.77887	0.44226	0.99837	False
2bc15602_AAC_5.8	2bc15602_AAC_5	921.44/947.99/908.8	1268.2/1083.3/829.18	921.44	1083.3	0.23321	432.43	44400	0.76806	0.77877	0.22123	0.44245	0.99837	True
2bc15590.0_GAC_5.5	2bc15590.0_GAC_5	1587.2/1644/1071.5	1370.5/1600.1/1247.8	1587.2	1370.5	-0.21169	1.346e+05	79656	0.76798	0.22125	0.77875	0.4425	0.99837	False
2bc31754_GAC_4.4	2bc31754_GAC_4	1586.1/1650/1668.8	1668.7/1209.8/1428.8	1650	1428.8	-0.2075	2220.5	83045	0.76748	0.2214	0.7786	0.4428	0.99837	False
2bc8252_GAC_1.5	2bc8252_GAC_1	1212.7/1392.8/1192.5	905.21/1220.5/1025.4	1212.7	1025.4	-0.24192	16426	59649	0.76722	0.22148	0.77852	0.44295	0.99837	False
2bc22019_GAC_5.7	2bc22019_GAC_5	532.65/770.57/648.68	800.26/782.53/628.96	648.68	782.53	0.27025	14159	30449	0.76704	0.77845	0.22155	0.4431	0.99837	True
2bc9627_GAC_3.5	2bc9627_GAC_3	1864.3/1755.4/1656	1351.3/2004/1526.9	1755.4	1526.9	-0.20108	10870	88762	0.767	0.22154	0.77846	0.44308	0.99837	False
2bc9985_GAC_3.5	2bc9985_GAC_3	857.23/1080.8/1086.5	1011/1280.9/1256.9	1080.8	1256.9	0.21754	25018	52707	0.76691	0.77843	0.22157	0.44314	0.99837	True
2bc29167_AAC_5.8	2bc29167_AAC_5	1275.7/1322.6/928.07	1067.9/1083.3/1168.9	1275.7	1083.3	-0.23573	61535	62986	0.76689	0.22157	0.77843	0.44315	0.99837	False
NT-422	NonTargetingControlGuideForHuman-422	1206.8/656.57/945.2	1109/976.22/1382.3	945.2	1109	0.23034	75868	45632	0.76678	0.77839	0.22161	0.44322	0.99837	True
2bc10034_GAC_2.4	2bc10034_GAC_2	1087.9/1366.3/921.65	911.33/797.13/1233.7	1087.9	911.33	-0.25523	52568	53076	0.76637	0.22173	0.77827	0.44346	0.99837	False
